0	-12.777685	-174.736022
0	-12.513066	-174.081474
0	-11.724725	-172.127555
0	-10.44091	-168.887805
0	-8.695778	-164.392978
0	-6.543849	-158.680272
0	-4.050547	-151.803838
0	-1.284054	-143.822687
0	1.676283	-134.817778
0	4.750989	-124.872566
0	7.857305	-114.085354
0	10.919178	-102.569819
0	13.855299	-90.444366
0	16.591457	-77.835285
0	19.062773	-64.881872
0	21.206865	-51.723552
0	22.975544	-38.515516
0	24.322454	-25.378003
0	25.073338	-12.196737
0	25.097421	0.587022
0	24.427987	12.79629
0	23.131691	24.269857
0	21.28793	34.850853
0	19.002118	44.401071
0	16.390697	52.801755
0	13.571158	59.954121
0	10.662041	65.779355
0	7.770707	70.224268
0	4.987699	73.249064
0	2.382396	74.840096
0	0	75
0	-2.047155	73.770455
0	-3.660797	71.211399
0	-4.858413	67.371315
0	-5.669187	62.314317
0	-6.131766	56.115031
0	-6.294262	48.85859
0	-6.215031	40.625661
0	-5.959007	31.514775
0	-5.603997	21.617632
0	-5.225312	11.025797
0	-4.900498	-0.164037
0	-4.711962	-11.852423
0	-4.729762	-23.943061
0	-4.922848	-36.607813
0	-5.165824	-49.46021
0	-5.485397	-62.341138
0	-5.8996	-75.116969
0	-6.413719	-87.649738
0	-7.025551	-99.801871
0	-7.72041	-111.43645
0	-8.476513	-122.424437
0	-9.272339	-132.641789
0	-10.06889	-141.965379
0	-10.840697	-150.291396
0	-11.554805	-157.516424
0	-12.17917	-163.554522
0	-12.692392	-168.331709
0	-13.076351	-171.788852
0	-13.311085	-173.879432
0	-13.390293	-174.578745
0	-13.083989	-174.657384
