750	7.770164	-101.828073
750	7.88312	-101.434472
750	8.219393	-100.259613
750	8.763512	-98.313018
750	9.497639	-95.614498
750	10.392579	-92.188816
750	11.413877	-88.071172
750	12.525784	-83.299741
750	13.687438	-77.92603
750	14.858054	-72.002997
750	15.995857	-65.592364
750	17.063868	-58.764311
750	18.022365	-51.592067
750	18.836199	-44.15298
750	19.47639	-36.531329
750	19.915408	-28.811323
750	20.134865	-21.085399
750	20.115312	-13.425725
750	19.749304	-5.776948
750	18.988161	1.598474
750	17.861811	8.600472
750	16.418476	15.140096
750	14.713464	21.131673
750	12.815959	26.501875
750	10.800328	31.189259
750	8.740331	35.143967
750	6.709123	38.327725
750	4.771856	40.71636
750	2.983171	42.292407
750	1.383915	43.0522
750	0	43
750	-1.106302	42.166659
750	-1.881941	40.592708
750	-2.339942	38.305053
750	-2.501027	35.338907
750	-2.392012	31.734973
750	-2.045811	27.539442
750	-1.500975	22.795305
750	-0.800933	17.555462
750	0.003874	11.868088
750	0.864454	5.781435
750	1.730215	-0.653423
750	2.547592	-7.384119
750	3.270338	-14.359353
750	3.926781	-21.676375
750	4.565824	-29.10466
750	5.162412	-36.554046
750	5.698044	-43.948547
750	6.161307	-51.208902
750	6.54513	-58.255622
750	6.849683	-65.008838
750	7.079709	-71.392798
750	7.240101	-77.334647
750	7.345889	-82.760997
750	7.40547	-87.610425
750	7.431585	-91.821279
750	7.437506	-95.342044
750	7.431092	-98.128749
750	7.41921	-100.146185
750	7.410555	-101.366311
750	7.407263	-101.774492
750	7.588714	-101.801283
